id,stress_zz,x,y,z
1.7563025210084,-2.4308467367636,15.556302521008,0,0
1.7747899159664,-2.4308467367636,15.574789915966,0,0
1.7932773109244,-2.4308467367636,15.593277310924,0,0
1.8117647058824,-2.4308467367636,15.611764705882,0,0
1.8302521008403,-2.4308467367636,15.63025210084,0,0
1.8487394957983,-2.4308467367636,15.648739495798,0,0
1.8672268907563,-2.4308467367636,15.667226890756,0,0
1.8857142857143,-2.4308435808675,15.685714285714,0,0
1.9042016806723,-2.4308435808675,15.704201680672,0,0
1.9226890756303,-2.4308435808675,15.72268907563,0,0
1.9411764705882,-2.4308435808675,15.741176470588,0,0
1.9596638655462,-2.4308435808675,15.759663865546,0,0
1.9781512605042,-2.4308435808675,15.778151260504,0,0
1.9966386554622,-2.4308435808675,15.796638655462,0,0
2.0151260504202,-2.4308435808675,15.81512605042,0,0
2.0336134453782,-2.4308435808675,15.833613445378,0,0
2.0521008403361,-2.4308435808675,15.852100840336,0,0
2.0705882352941,-2.4308435808675,15.870588235294,0,0
2.0890756302521,-2.4308435808675,15.889075630252,0,0
2.1075630252101,-2.4308435808675,15.90756302521,0,0
2.1260504201681,-2.4308435808675,15.926050420168,0,0
2.144537815126,-2.4308435808675,15.944537815126,0,0
2.163025210084,-2.4308406873146,15.963025210084,0,0
2.181512605042,-2.4308406873146,15.981512605042,0,0
2.2,-2.4308406873146,16,0,0
